name,Region,Last Update,Confirmed,Deaths,Recovered,Date
Philippines,Philippines,2020-05-11 03:00:00,10794,719,1924,05-10-2020
Slovenia,Slovenia,2020-05-11 03:00:00,1457,102,256,05-10-2020
South Africa,South Africa,2020-05-11 03:00:00,10015,194,4173,05-10-2020
Estonia,Estonia,2020-05-11 03:00:00,1739,60,750,05-10-2020
Bahrain,Bahrain,2020-05-11 03:00:00,4941,8,2070,05-10-2020
Egypt,Egypt,2020-05-11 03:00:00,9400,525,2075,05-10-2020
Croatia,Croatia,2020-05-11 03:00:00,2187,90,1764,05-10-2020
Panama,Panama,2020-05-11 03:00:00,8448,244,4687,05-10-2020
Lebanon,Lebanon,2020-05-11 03:00:00,845,26,234,05-10-2020
Iraq,Iraq,2020-05-11 03:00:00,2767,109,1734,05-10-2020
Serbia,Serbia,2020-05-11 03:00:00,10032,215,2732,05-10-2020
Dominican Republic,Dominican Republic,2020-05-11 03:00:00,10347,388,2763,05-10-2020
Algeria,Algeria,2020-05-11 03:00:00,5723,502,2678,05-10-2020
Armenia,Armenia,2020-05-11 03:00:00,3313,45,1325,05-10-2020
Kuwait,Kuwait,2020-05-11 03:00:00,8688,58,2729,05-10-2020
Bulgaria,Bulgaria,2020-05-11 03:00:00,1965,91,444,05-10-2020
Slovakia,Slovakia,2020-05-11 03:00:00,1457,26,941,05-10-2020
San Marino,San Marino,2020-05-10 15:00:00,637,41,126,05-10-2020
United Arab Emirates,United Arab Emirates,2020-05-11 03:00:00,18198,198,4804,05-10-2020
Latvia,Latvia,2020-05-11 03:00:00,939,18,464,05-10-2020
Uruguay,Uruguay,2020-05-11 03:00:00,707,19,517,05-10-2020
Hungary,Hungary,2020-05-11 03:00:00,3263,413,933,05-10-2020
Lithuania,Lithuania,2020-05-11 03:00:00,1479,50,828,05-10-2020
Costa Rica,Costa Rica,2020-05-11 03:00:00,792,7,501,05-10-2020
North Macedonia,North Macedonia,2020-05-11 03:00:00,1642,91,1136,05-10-2020
Vietnam,Vietnam,2020-05-11 03:00:00,288,0,241,05-10-2020
Andorra,Andorra,2020-05-11 03:00:00,755,48,550,05-10-2020
Morocco,Morocco,2020-05-11 03:00:00,6063,188,2554,05-10-2020
Jordan,Jordan,2020-05-11 03:00:00,540,9,389,05-10-2020
Cyprus,Cyprus,2020-05-11 03:00:00,898,16,401,05-10-2020
Moldova,Moldova,2020-05-11 03:00:00,4927,169,1958,05-10-2020
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-05-11 03:00:00,2117,107,1106,05-10-2020
Malta,Malta,2020-05-11 03:00:00,496,5,433,05-10-2020
Albania,Albania,2020-05-11 03:00:00,868,31,650,05-10-2020
Brunei,Brunei,2020-05-11 03:00:00,141,1,134,05-10-2020
Cambodia,Cambodia,2020-05-11 03:00:00,122,0,120,05-10-2020
Sri Lanka,Sri Lanka,2020-05-11 03:00:00,863,9,321,05-10-2020
Tunisia,Tunisia,2020-05-11 03:00:00,1032,45,700,05-10-2020
Burkina Faso,Burkina Faso,2020-05-11 03:00:00,751,49,577,05-10-2020
Venezuela,Venezuela,2020-05-11 03:00:00,414,10,193,05-10-2020
New Zealand,New Zealand,2020-05-11 03:00:00,1497,21,1386,05-10-2020
Azerbaijan,Azerbaijan,2020-05-11 03:00:00,2519,32,1650,05-10-2020
Kazakhstan,Kazakhstan,2020-05-11 03:00:00,5090,31,1941,05-10-2020
Senegal,Senegal,2020-05-11 03:00:00,1709,19,650,05-10-2020
Guadeloupe,Guadeloupe,2020-05-11 03:00:00,154,13,104,05-10-2020
Oman,Oman,2020-05-11 03:00:00,3399,17,1117,05-10-2020
Georgia (country),Georgia,2020-05-11 03:00:00,635,10,309,05-10-2020
Trinidad and Tobago,Trinidad and Tobago,2020-05-11 03:00:00,116,8,107,05-10-2020
Ukraine,Ukraine,2020-05-11 03:00:00,15232,391,3060,05-10-2020
Reunion,Reunion,2020-05-11 03:00:00,436,0,354,05-10-2020
Uzbekistan,Uzbekistan,2020-05-11 03:00:00,2418,10,1881,05-10-2020
Cameroon,Cameroon,2020-05-11 03:00:00,2579,114,1465,05-10-2020
Martinique,Martinique,2020-05-11 03:00:00,186,14,83,05-10-2020
Liechtenstein,Liechtenstein,2020-05-11 03:00:00,82,1,55,05-10-2020
Afghanistan,Afghanistan,2020-05-11 03:00:00,4402,120,558,05-10-2020
Palestine,Palestine,2020-05-10 18:00:00,375,2,263,05-10-2020
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-05-11 03:00:00,991,41,136,05-10-2020
Bangladesh,Bangladesh,2020-05-11 03:00:00,14657,228,2650,05-10-2020
Nigeria,Nigeria,2020-05-11 03:00:00,4399,143,778,05-10-2020
Honduras,Honduras,2020-05-11 03:00:00,1972,108,203,05-10-2020
Bolivia,Bolivia,2020-05-11 03:00:00,2556,118,273,05-10-2020
Paraguay,Paraguay,2020-05-11 03:00:00,713,10,165,05-10-2020
Cuba,Cuba,2020-05-11 03:00:00,1766,77,1193,05-10-2020
Ghana,Ghana,2020-05-11 03:00:00,4263,22,378,05-10-2020
French Guiana,French Guiana,2020-05-11 03:00:00,144,1,122,05-10-2020
Rwanda,Rwanda,2020-05-11 03:00:00,284,0,140,05-10-2020
Guatemala,Guatemala,2020-05-11 03:00:00,1052,26,110,05-10-2020
Jamaica,Jamaica,2020-05-11 03:00:00,502,9,90,05-10-2020
Togo,Togo,2020-05-11 03:00:00,174,11,89,05-10-2020
Kenya,Kenya,2020-05-11 03:00:00,672,32,239,05-10-2020
Cote d'Ivoire,Cote d'Ivoire,2020-05-11 03:00:00,1700,21,794,05-10-2020
Maldives,Maldives,2020-05-11 03:00:00,835,3,29,05-10-2020
Monaco,Monaco,2020-05-11 03:00:00,96,4,82,05-10-2020
Ethiopia,Ethiopia,2020-05-10 20:00:00,241,5,99,05-10-2020
Mongolia,Mongolia,2020-05-11 03:00:00,42,0,14,05-10-2020
Guyana,Guyana,2020-05-11 03:00:00,104,10,35,05-10-2020
Seychelles,Seychelles,2020-05-11 03:00:00,11,0,10,05-10-2020
Suriname,Suriname,2020-05-11 03:00:00,10,1,9,05-10-2020
Gabon,Gabon,2020-05-11 03:00:00,661,8,110,05-10-2020
French Polynesia,French Polynesia,2020-05-11 03:00:00,60,0,56,05-10-2020
Namibia,Namibia,2020-05-11 03:00:00,16,0,11,05-10-2020
Bhutan,Bhutan,2020-05-11 03:00:00,7,0,5,05-10-2020
Saint Lucia,Saint Lucia,2020-05-11 03:00:00,18,0,17,05-10-2020
Sudan,Sudan,2020-05-11 03:00:00,1365,70,149,05-10-2020
Nepal,Nepal,2020-05-11 03:00:00,110,0,31,05-10-2020
Guinea,Guinea,2020-05-11 03:00:00,2146,11,714,05-10-2020
Aruba,Aruba,2020-05-11 03:00:00,101,3,89,05-10-2020
Jersey,Jersey,2020-03-14 18:00:00,2,0,0,05-10-2020
Mauritania,Mauritania,2020-05-11 03:00:00,8,1,6,05-10-2020
Antigua and Barbuda,Antigua and Barbuda,2020-05-11 03:00:00,25,3,19,05-10-2020
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2020-05-11 03:00:00,17,0,9,05-10-2020
Curacao,Curacao,2020-05-11 03:00:00,16,1,14,05-10-2020
Greenland,Greenland,2020-05-11 03:00:00,11,0,11,05-10-2020
Guernsey,Guernsey,2020-03-13 13:00:00,1,0,0,05-10-2020
Vatican City,Vatican City,2020-05-11 03:00:00,12,0,2,05-10-2020
Cayman Islands,Cayman Islands,2020-05-11 03:00:00,81,1,41,05-10-2020
India,India,2020-05-10 20:00:00 * States: Maharashtra 22171; Gujarat 8195; Tamil Nadu 7204; Delhi 6923; Rajasthan 3814; Madhya Pradesh 3614; Uttar Pradesh 3467; Andhra Pradesh 1980; West Bengal 1939; Punjab 1823; Telangana 1196; Jammu and Kashmir 861; Karnataka 848; Haryana 703; Bihar 696; Kerala 513; Odisha 377; Chandigarh 173; Jharkhand 157; Tripura 151; Uttarakhand 68; Assam 62; Chhattisgarh 59; Himachal Pradesh 55; Ladakh 42; Andaman and Nicobar Islands 33; Meghalaya 13; Puducherry 12; Goa 7; Manipur 2; Mizoram 1; Arunachal Pradesh 1; Dadra and Nagar Haveli and Daman and Diu 1; Nagaland 0; Daman and Diu 0; Lakshadweep 0; Sikkim 0,67161,2212,20969,05-10-2020
Canada,Canada,2020-05-10 23:00:00 * Total Tests: 1017786; Provinces: British Columbia 2330; Alberta 6253; Saskatchewan 564; Manitoba 287; Ontario 20238; Quebec 37721; Newfoundland and Labrador 261; New Brunswick 120; Nova Scotia 1018; Prince Edward Island 27; Yukon 11; Northwest Territories 5; Nunavut 0; Repatriated travellers 13,68848,4871,28171,05-10-2020
Italy,Italy,2020-05-10 20:00:00 * Regions: Lombardy 80723; Piedmont 28380; Emilia-Romagna 26598; Veneto 18618; Tuscany 9721; Liguria 8743; Lazio 7086; Marche 6470; Campania 4562; Trentino 4285; Apulia 4256; Sicily 3303; Friuli-Venezia Giulia 3116; Abruzzo 3078; South Tyrol 2558; Umbria 1406; Sardinia 1332; Aosta 1151; Calabria 1144; Basilicata 399; Molise 327,219070,30560,105186,05-10-2020
South Korea,South Korea,2020-05-10 12:00:00 * Regions: Daegu 6861; Gyeongsangbuk-do 1366; Gyeonggi-do 694; Seoul 663; Chungcheong-do 143; Busan 141; Gyeongsangnam-do 117; Incheon 101; Gangwon-do 53; Chungcheongbuk-do 49; Sejong City 46; Ulsan 44; Daejeon 41; Gwangju 30; Jeollabuk-do 19; Jeollanam-do 16; Jeju-do 14,10874,256,9610,05-10-2020
Austria,Austria,2020-05-10 14:00:00 * Regions: Tyrol 3427; Lower Austria 2495; Upper Austria 2205; Vienna 2204; Styria 1663; Salzburg 1201; Vorarlberg 859; Carinthia 394; Burgenland 307,15786,618,13991,05-10-2020
Belgium,Belgium,2020-05-10 14:00:00 * Regions: Flanders 27492; Wallonia 16214; Brussels 5113,53081,8656,13642,05-10-2020
Greece,Greece,2020-05-10 20:00:00 * Attica 1.021; Aegean Islands 9; Thrace 24; Macedonia 122; Epirus 7; Thessaly 14; Peloponesse 78; Dodecanese 2; Central Greece 6; Crete 12; Ionian Islands 7; Cyclades 1; Undefined Location 1.091; Cruize Ship 119. Source: @bikerboyGR,2716,151,1442,05-10-2020
Chile,Chile,2020-05-10 17:00:00 * Regions: Arica y Parinacota 340; Tarapacá 520; Antofagasta 978; Atacama 124; Coquimbo 135; Valparaíso 933; Región Metropolitana 20353; O’Higgins 195; Maule 441; Ñuble 812; Biobío 899; Araucanía 1454; Los Ríos 206; Los Lagos 575; Aysén 8; Magallanes 893. Source: SouthernV.O.I.D.,28866,312,13112,05-10-2020
Peru,Peru,2020-05-10 20:00:00 * Regions: Lima 43284; Callao 5360; Lambayeque 3655; Piura 2425; Loreto 1780; Ancash 1507; La Libertad 1449; Ucayali 1329; Arequipa 1046; Ica 1003; Junín 798; Tumbes 486; San Martín 466; Cusco 407; Cajamarca 362; Huánuco 333; Ayacucho 254; Amazonas 237; Huancavelica 193; Tacna 178; Moquegua 167; Pasco 167; Puno 166; Madre de Dios 162; Apurímac 93. Source: SouthernV.O.I.D.,67307,1889,21349,05-10-2020
Argentina,Argentina,2020-05-11 02:00:00 * Buenos Aires 2112; CABA 1961; Chaco 459; Córdoba 333; Río Negro 276; Santa Fe 244; Tierra del Fuego 148; Neuquén 111; Mendoza 86; La Rioja 59; Corrientes 54; Santa Cruz 49; Tucumán 41; Entre Ríos 28; Misiones 25; Santiago del Estero 16; San Luis 11; Jujuy 5; La Pampa 5; Chubut 4; Salta 4; San Juan 3. Source: SouthernVOID,6034,305,1757,05-10-2020
Brazil,Brazil,2020-05-11 00:00:00 * States Acre 1447 Amazonas 12599 Amapá 2613 Pará 7256 Rondônia 1302 Roraima 1290 Tocantins 688 Alagoas 2258 Bahia 5558 Ceará 16692 Maranhão 7599 Paraíba 2341 Pernambuco 13275 Piauí 1278 Rio Grande do Norte 1928 Sergipe 1771 Espírito Santo 4599 Minas Gerais 3237 Rio de Janeiro 17062 São Paulo 45444 Distrito Federal 2862 Goiás 1093 Mato Grosso 519 Mato Grosso do Sul 362 Paraná 1835 Rio Grande do Sul 2542 Santa Catarina 3429. Source: @HeidyBello,162699,11123,64957,05-10-2020
Colombia,Colombia,2020-05-11 00:00:00 * States Bogotá D.C. 4155 Cundinamarca 283 Antioquia 468 Valle del Cauca 1331 Bolívar 679 Atlántico 970 Magdalena 271 Cesar 72 Sucre 4 La Guajira 27 Córdoba 39 Norte de Santander 99 Santander 42 Cauca 47 Caldas 100 Risaralda 216 Quindío 67 Huila 178 Tolima 130 Meta 923 Casanare 21 San Andrés y Providencia 6 Nariño 296 Boyacá 67 Chocó 28 Amazonas 527 Caquetá 16 Putumayo 1. Source: @HeidyBello,11063,463,2705,05-10-2020
Germany,Germany,2020-05-11 00:00:00 * States Baden-Württemberg 34286; Bavaria 45294; Berlin 6267; Brandenburg 3171; Bremen 1058; Hamburg 4946; Hesse 9047; Mecklenburg-Vorpommern 729; Lower Saxony 11118; North Rhine-Westphalia 35305; Rhineland-Palatinate 6536; Saarland 2713; Saxony 4969; Saxony-Anhalt 1649; Schleswig-Holstein 2970; Thuringia 2599. Source: @engmann,172657,7677,144400,05-10-2020
New York,USA,2020-05-11 03:00:00,341881,26776,36980,05-10-2020
New Jersey,USA,2020-05-11 03:00:00,138754,9256,3214,05-10-2020
Massachusetts,USA,2020-05-11 03:00:00,77793,4979,8985,05-10-2020
Illinois,USA,2020-05-11 03:00:00,77741,3406,1518,05-10-2020
California,USA,2020-05-11 03:00:00,67875,2718,8191,05-10-2020
Pennsylvania,USA,2020-05-11 03:00:00,59939,3806,1120,05-10-2020
Michigan,USA,2020-05-11 03:00:00,47182,4555,22686,05-10-2020
Florida,USA,2020-05-11 03:00:00,40596,1721,371,05-10-2020
Texas,USA,2020-05-11 03:00:00,39258,1094,21022,05-10-2020
Georgia,USA,2020-05-11 03:00:00,33836,1406,340,05-10-2020
Connecticut,USA,2020-05-11 03:00:00,33554,2967,63,05-10-2020
Maryland,USA,2020-05-11 03:00:00,32587,1644,2293,05-10-2020
Louisiana,USA,2020-05-11 03:00:00,31600,2286,20316,05-10-2020
Indiana,USA,2020-05-11 03:00:00,24126,1508,1691,05-10-2020
Virginia,USA,2020-05-11 03:00:00,24081,839,3201,05-10-2020
Ohio,USA,2020-05-11 03:00:00,24081,1341,2384,05-10-2020
Colorado,USA,2020-05-11 03:00:00,19712,972,695,05-10-2020
Washington,USA,2020-05-11 03:00:00,17387,932,2106,05-10-2020
Tennessee,USA,2020-05-11 03:00:00,14985,243,7533,05-10-2020
North Carolina,USA,2020-05-11 03:00:00,14938,564,2426,05-10-2020
Iowa,USA,2020-05-11 03:00:00,11959,265,5154,05-10-2020
Rhode Island,USA,2020-05-11 03:00:00,11274,422,809,05-10-2020
Minnesota,USA,2020-05-11 03:00:00,11271,578,6304,05-10-2020
Arizona,USA,2020-05-11 03:00:00,11127,536,6,05-10-2020
Veteran Affair,USA,2020-05-11 03:00:00,11015,858,0,05-10-2020
Wisconsin,USA,2020-05-11 03:00:00,10219,400,5014,05-10-2020
Missouri,USA,2020-05-11 03:00:00,10068,503,2523,05-10-2020
Alabama,USA,2020-05-11 03:00:00,9889,393,0,05-10-2020
Mississippi,USA,2020-05-11 03:00:00,9501,430,4421,05-10-2020
Nebraska,USA,2020-05-11 03:00:00,8171,90,228,05-10-2020
US Military,USA,2020-05-11 03:00:00,7826,27,3156,05-10-2020
South Carolina,USA,2020-05-11 03:00:00,7653,331,3252,05-10-2020
Kansas,USA,2020-05-11 03:00:00,6951,174,1486,05-10-2020
Kentucky,USA,2020-05-11 03:00:00,6440,304,1675,05-10-2020
Delaware,USA,2020-05-11 03:00:00,6277,221,2450,05-10-2020
District of Columbia,USA,2020-05-11 03:00:00,6272,323,880,05-10-2020
Utah,USA,2020-05-11 03:00:00,6251,67,1952,05-10-2020
Nevada,USA,2020-05-11 03:00:00,6120,310,4604,05-10-2020
New Mexico,USA,2020-05-11 03:00:00,4863,200,1285,05-10-2020
Oklahoma,USA,2020-05-11 03:00:00,4589,272,3206,05-10-2020
Arkansas,USA,2020-05-11 03:00:00,4012,91,3112,05-10-2020
Federal Bureau of Prisons,USA,2020-05-11 03:00:00,3695,48,935,05-10-2020
South Dakota,USA,2020-05-11 03:00:00,3517,34,2147,05-10-2020
Oregon,USA,2020-05-11 03:00:00,3228,127,1125,05-10-2020
New Hampshire,USA,2020-05-11 03:00:00,3071,133,1229,05-10-2020
Navajo Nation,USA,2020-05-11 03:00:00,2973,98,0,05-10-2020
Idaho,USA,2020-05-11 03:00:00,2230,67,1442,05-10-2020
Puerto Rico,USA,2020-05-11 03:00:00,2198,111,0,05-10-2020
North Dakota,USA,2020-05-11 03:00:00,1491,35,792,05-10-2020
Maine,USA,2020-05-11 03:00:00,1436,64,861,05-10-2020
West Virginia,USA,2020-05-11 03:00:00,1360,54,775,05-10-2020
Vermont,USA,2020-05-11 03:00:00,927,53,777,05-10-2020
Wyoming,USA,2020-05-11 03:00:00,662,7,443,05-10-2020
Hawaii,USA,2020-05-11 03:00:00,632,17,561,05-10-2020
Montana,USA,2020-05-11 03:00:00,458,16,422,05-10-2020
Alaska,USA,2020-05-11 03:00:00,379,10,324,05-10-2020
Guam,USA,2020-05-11 03:00:00,151,5,128,05-10-2020
Grand Princess,USA,2020-05-11 03:00:00,103,3,0,05-10-2020
United States Virgin Islands,USA,2020-05-11 03:00:00,69,4,59,05-10-2020
Diamond Princess,USA,2020-05-11 03:00:00,49,0,0,05-10-2020
Northern Mariana Islands,USA,2020-05-11 03:00:00,16,2,12,05-10-2020
Wuhan Evacuee,USA,2020-05-11 03:00:00,4,0,0,05-10-2020
Hubei,Mainland China,2020-05-12 02:00:00,68134,4512,63616,05-11-2020
Guangdong,Mainland China,2020-05-12 02:00:00,1589,8,1578,05-11-2020
Henan,Mainland China,2020-05-12 02:00:00,1276,22,1254,05-11-2020
Zhejiang,Mainland China,2020-05-12 02:00:00,1268,1,1267,05-11-2020
Hong Kong,Hong Kong,2020-05-12 02:00:00,1047,4,985,05-11-2020
Hunan,Mainland China,2020-05-12 02:00:00,1019,4,1015,05-11-2020
Anhui,Mainland China,2020-05-12 02:00:00,991,6,985,05-11-2020
Jiangxi,Mainland China,2020-05-12 02:00:00,937,1,936,05-11-2020
Heilongjiang,Mainland China,2020-05-12 02:00:00,945,13,924,05-11-2020
Shandong,Mainland China,2020-05-12 02:00:00,788,7,777,05-11-2020
Jiangsu,Mainland China,2020-05-12 02:00:00,653,0,653,05-11-2020
Chongqing,Mainland China,2020-05-12 02:00:00,579,6,573,05-11-2020
Beijing,Mainland China,2020-05-12 02:00:00,593,9,571,05-11-2020
Shanghai,Mainland China,2020-05-12 02:00:00,659,7,627,05-11-2020
Sichuan,Mainland China,2020-05-12 02:00:00,561,3,558,05-11-2020
Taiwan,Taiwan,2020-05-12 02:00:00,440,7,368,05-11-2020
Fujian,Mainland China,2020-05-12 02:00:00,356,1,354,05-11-2020
Hebei,Mainland China,2020-05-12 02:00:00,328,6,321,05-11-2020
Shaanxi,Mainland China,2020-05-12 02:00:00,308,3,296,05-11-2020
Guangxi,Mainland China,2020-05-12 02:00:00,254,2,252,05-11-2020
Nei Mongol,Mainland China,2020-05-12 02:00:00,209,1,188,05-11-2020
Shanxi,Mainland China,2020-05-12 02:00:00,198,0,197,05-11-2020
Tianjin,Mainland China,2020-05-12 02:00:00,191,3,186,05-11-2020
Yunnan,Mainland China,2020-05-12 02:00:00,185,2,183,05-11-2020
Hainan,Mainland China,2020-05-12 02:00:00,168,6,162,05-11-2020
Guizhou,Mainland China,2020-05-12 02:00:00,147,2,145,05-11-2020
Liaoning,Mainland China,2020-05-12 02:00:00,147,2,144,05-11-2020
Gansu,Mainland China,2020-05-12 02:00:00,139,2,137,05-11-2020
Jilin,Mainland China,2020-05-12 02:00:00,127,1,105,05-11-2020
Xinjiang Uygur,Mainland China,2020-05-12 02:00:00,76,3,73,05-11-2020
Ningxia,Mainland China,2020-05-12 02:00:00,75,0,75,05-11-2020
Macau,Macau,2020-05-12 02:00:00,45,0,42,05-11-2020
Qinghai,Mainland China,2020-05-12 02:00:00,18,0,18,05-11-2020
Xizang,Mainland China,2020-05-12 02:00:00,1,0,1,05-11-2020
Comoros,Comoros,2020-05-12 02:00:00,11,1,0,05-11-2020
Tajikistan,Tajikistan,2020-05-12 02:00:00,661,21,0,05-11-2020
Yemen,Yemen,2020-05-12 02:00:00,56,9,1,05-11-2020
Sao Tome and Principe,Sao Tome and Principe,2020-05-12 02:00:00,208,5,4,05-11-2020
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-05-12 02:00:00,1,0,1,05-11-2020
South Sudan,South Sudan,2020-05-12 02:00:00,156,0,2,05-11-2020
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-04-05 20:00:00,2,0,0,05-11-2020
Malawi,Malawi,2020-05-12 02:00:00,57,3,24,05-11-2020
Burundi,Burundi,2020-05-12 02:00:00,15,1,7,05-11-2020
Sierra Leone,Sierra Leone,2020-05-12 02:00:00,338,19,72,05-11-2020
Botswana,Botswana,2020-05-12 02:00:00,24,1,12,05-11-2020
Anguilla,Anguilla,2020-05-12 02:00:00,3,0,3,05-11-2020
Saint Barthelemy,Saint Barthelemy,2020-05-12 02:00:00,6,0,6,05-11-2020
Bermuda,Bermuda,2020-05-12 02:00:00,119,8,66,05-11-2020
Faroe Islands,Faroe Islands,2020-05-12 02:00:00,187,0,187,05-11-2020
Gibraltar,Gibraltar,2020-05-12 02:00:00,147,0,143,05-11-2020
Isle of Man,Isle of Man,2020-05-12 02:00:00,330,23,271,05-11-2020
Saint Martin,Saint Martin,2020-05-12 02:00:00,39,3,30,05-11-2020
Montserrat,Montserrat,2020-05-12 02:00:00,11,1,8,05-11-2020
Mayotte,Mayotte,2020-05-12 02:00:00,1023,11,492,05-11-2020
New Caledonia,New Caledonia,2020-05-12 02:00:00,18,0,18,05-11-2020
Sint Maarten,Sint Maarten,2020-05-12 02:00:00,76,15,46,05-11-2020
Turks and Caicos Islands,Turks and Caicos Islands,2020-05-12 02:00:00,12,1,8,05-11-2020
Republic of the Congo,Republic of the Congo,2020-05-12 02:00:00,333,11,53,05-11-2020
Angola,Angola,2020-05-12 02:00:00,45,2,13,05-11-2020
Benin,Benin,2020-05-12 02:00:00,319,2,62,05-11-2020
Bahamas,Bahamas,2020-05-12 02:00:00,93,11,39,05-11-2020
Belize,Belize,2020-05-12 02:00:00,18,2,16,05-11-2020
Barbados,Barbados,2020-05-12 02:00:00,84,7,57,05-11-2020
Central African Republic,Central African Republic,2020-05-12 02:00:00,143,0,10,05-11-2020
Cabo Verde,Cabo Verde,2020-05-12 02:00:00,260,2,58,05-11-2020
Djibouti,Djibouti,2020-05-12 02:00:00,1227,3,872,05-11-2020
Dominica,Dominica,2020-05-12 02:00:00,16,0,15,05-11-2020
Eritrea,Eritrea,2020-05-12 02:00:00,39,0,38,05-11-2020
Fiji,Fiji,2020-05-12 02:00:00,18,0,14,05-11-2020
Gambia,Gambia,2020-05-12 02:00:00,22,1,10,05-11-2020
Guinea-Bissau,Guinea-Bissau,2020-05-12 02:00:00,761,3,26,05-11-2020
Equatorial Guinea,Equatorial Guinea,2020-05-12 02:00:00,439,4,13,05-11-2020
Grenada,Grenada,2020-05-12 02:00:00,21,0,13,05-11-2020
Haiti,Haiti,2020-05-12 02:00:00,209,16,17,05-11-2020
Kyrgyzstan,Kyrgyzstan,2020-05-12 02:00:00,1016,12,688,05-11-2020
Saint Kitts and Nevis,Saint Kitts and Nevis,2020-05-12 02:00:00,15,0,14,05-11-2020
Laos,Laos,2020-05-12 02:00:00,19,0,13,05-11-2020
Liberia,Liberia,2020-05-12 02:00:00,211,20,85,05-11-2020
Libya,Libya,2020-05-12 02:00:00,64,3,28,05-11-2020
Madagascar,Madagascar,2020-05-11 18:00:00,193,0,101,05-11-2020
Mali,Mali,2020-05-12 02:00:00,712,39,377,05-11-2020
Montenegro,Montenegro,2020-05-12 02:00:00,324,9,294,05-11-2020
Mozambique,Mozambique,2020-05-12 02:00:00,103,0,34,05-11-2020
Mauritius,Mauritius,2020-04-27 17:00:00,334,9,302,05-11-2020
Niger,Niger,2020-05-12 02:00:00,832,46,637,05-11-2020
Nicaragua,Nicaragua,2020-05-12 02:00:00,16,5,7,05-11-2020
Papua New Guinea,Papua New Guinea,2020-05-12 02:00:00,8,0,8,05-11-2020
El Salvador,El Salvador,2020-05-12 02:00:00,958,18,325,05-11-2020
Somalia,Somalia,2020-05-12 02:00:00,1089,52,121,05-11-2020
Kosovo,Kosovo,2020-05-12 02:00:00,884,28,655,05-11-2020
Syria,Syria,2020-05-12 02:00:00,47,3,29,05-11-2020
Chad,Chad,2020-05-12 02:00:00,322,31,53,05-11-2020
Timor-Leste,Timor-Leste,2020-05-12 02:00:00,24,0,21,05-11-2020
Tanzania,Tanzania,2020-05-12 02:00:00,509,21,183,05-11-2020
Uganda,Uganda,2020-05-12 02:00:00,121,0,55,05-11-2020
Zambia,Zambia,2020-05-12 02:00:00,267,7,117,05-11-2020
Zimbabwe,Zimbabwe,2020-05-02 01:00:00,40,4,5,05-11-2020
Spain,Spain,2020-05-11 20:00:00,268143,26744,177846,05-11-2020
United Kingdom,United Kingdom,2020-05-11 14:00:00,224326,32140,1002,05-11-2020
Russia,Russia,2020-05-12 02:00:00,221344,2009,39801,05-11-2020
France,France,2020-05-12 00:00:00,177547,26646,56835,05-11-2020
Turkey,Turkey,2020-05-12 02:00:00,139771,3841,95780,05-11-2020
Iran,Iran,2020-05-12 02:00:00,109286,6685,87422,05-11-2020
Netherlands,Netherlands,2020-05-11 15:00:00,42987,5475,6,05-11-2020
Switzerland,Switzerland,2020-05-12 02:00:00,30344,1845,26800,05-11-2020
Portugal,Portugal,2020-05-12 02:00:00,27679,1144,2549,05-11-2020
Ecuador,Ecuador,2020-05-12 03:00:00,29509,2145,3433,05-11-2020
Saudi Arabia,Saudi Arabia,2020-05-12 02:00:00,41014,255,12737,05-11-2020
Sweden,Sweden,2020-05-12 02:00:00,26670,3256,4971,05-11-2020
Ireland,Ireland,2020-05-12 02:00:00,23135,1467,17110,05-11-2020
Mexico,Mexico,2020-05-12 02:00:00,36327,3573,23100,05-11-2020
Pakistan,Pakistan,2020-05-12 02:00:00,30941,667,8212,05-11-2020
Singapore,Singapore,2020-05-12 02:00:00,23822,21,3225,05-11-2020
Israel,Israel,2020-05-12 02:00:00,16506,258,11843,05-11-2020
Japan,Japan,2020-05-12 02:00:00,15847,633,8293,05-11-2020
Belarus,Belarus,2020-05-12 02:00:00,23906,135,6531,05-11-2020
Norway,Norway,2020-05-12 02:00:00,8132,224,32,05-11-2020
Australia,Australia,2020-05-12 02:00:00,6970,97,6213,05-11-2020
Denmark,Denmark,2020-05-12 02:00:00,10513,527,8328,05-11-2020
Malaysia,Malaysia,2020-05-12 02:00:00,6726,109,5113,05-11-2020
Czech Republic,Czech Republic,2020-05-12 02:00:00,8176,282,4711,05-11-2020
Luxembourg,Luxembourg,2020-05-12 02:00:00,3888,101,3602,05-11-2020
Thailand,Thailand,2020-05-12 02:00:00,3015,56,2796,05-11-2020
Finland,Finland,2020-05-12 02:00:00,5984,271,4000,05-11-2020
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10,05-11-2020
Poland,Poland,2020-05-12 02:00:00,16326,811,5816,05-11-2020
Iceland,Iceland,2020-05-12 02:00:00,1801,10,1773,05-11-2020
Indonesia,Indonesia,2020-05-12 02:00:00,14265,991,2881,05-11-2020
Romania,Romania,2020-05-12 02:00:00,15588,982,7245,05-11-2020
Qatar,Qatar,2020-05-12 02:00:00,23623,14,2840,05-11-2020
